user_id,elite,review_date,review_stars,business_stars,business_id,name,longitude,latitude,categories,review,tips,review_count
-3z3rXuzzWGiwejBkF3B-Q,[],8/15/2014,3,3,b25jGkZerj2M4WAy95n1Tg,Pampas Churrascaria,-115.1721598,36.1293929,"[Steakhouses, Restaurants, Buffets, Brazilian]","Pretty good! Our server was very friendly and helpful.We did the groupon for the surf n turf, 2 cocktails & dessert.Only complaint was that the food really only came in waves and there wasn't a lot of seasonings to the meat.I will say that the pork loin was awesome and my favorite and I am a steak girl!!",Food is good. We got a Groupon. Are server was friendly and helpful!,653
-4Sr0K2A5qOg5udWZrMT0Q,[],6/1/2014,5,3.5,5GKbGn9-fAgQ0njSh3OJ8A,LAVO Italian Restaurant & Lounge,-115.1690687,36.12443395,"[Bars, Dance Clubs, Nightlife, Lounges, Italian, Restaurants]","I had a hankering for pasta and Lavo hit the spot. After parking in the Palazzo and trekking it to the Venetian, did I realize the Lavo is in the Palazzo.  My suggestion is park in the Palazzo and look for the signs showing guest registration and you will run into Lavo. They do accept reservations so call ahead especially on busy nights. After three weeks of low carbing, pasta was the only thing on my mind. With a plethora of Italian restaurants off the strip, out of all the reviews, Lavo seemed to fit.  I chose to sit out on the patio, despite being 10pm it was still a cool 93F outside. With EDM playing in the background and the glimmering lights from the strip, it gives Lavo a very trendy feel.  They start you off with complimentary garlic bread wrapped in foil to keep it absolutely straight out of the oven warm. Paired with a red dipping sauce, it melted in my mouth. What was a portion intended for two people did not hold a chance once I began to devour the little bites of heaven. On to the entree. Spaghetti carbonara had my name or should I say my stomach written all over it.  The plate looks deceptively small but once you dig in to the mound of pasta, you know you are gonna walk away satisfied with the portion. The spaghetti carbonara did not disappoint. It was rich in flavor and solid meal all around. It's not the best I have had but considering the location and the ambiance, Lavo definitely deserves 5 stars.  I finished the meal with a white chocolate breading pudding. I wasn't expecting much when I ordered it but wow, what a surprise. It wasn't overpowering or too sweet. It had all the warm elements of a bread pudding with a slight bitter but sweet white chocolate taste. I had had gone into carb heaven a almost went comatose. If you are looking for a trendy Italian Las Vegas hot spot, Lavo will not disappoint.",Lavo is in the Palazzo next to guest registration.,1069
-4Sr0K2A5qOg5udWZrMT0Q,[],6/3/2014,5,4,QRXv7Jvq_SuiiT_SKvbdig,STK Las Vegas,-115.174415,36.10969946,"[Steakhouses, Restaurants]","Arrived around 8pm and there was a at least 20 people in line reserving a table for their individual parties.  Some dressed to the nines and other in shorts and T-Shirts.  STK may not have a formal dress code but the ambiance deserves the common courtesy of looking presentable at the very minimum.  I of course decided on my blue pin striped suit with colorful pocket square to add that bit of splash. I went past the line and straight for the bar since you have access to their full menu. They have two bars here. If the first one is full continue towards the back and you will most likely find an open seat.  The bar tenders were absolute dolls and very attentive, making you feel at home.  With the DJ spinning tracks in the background and with dim lighting, it sets you up for an evening out on the town. First came out the bread which gets mad reviews from Yelpers across the board. I thought the hype was over the top, turns out it live up to it and plus more. I started my dinner with a field greens salad which I didn't expect much other than a common mixed greens salad.  It was amazing and definitely worth a try if you liked feta cheese. Beside the vinaigrette which was full flavored it had candied pecans which were succulent.On to the main course, their Colorado Rack of Lamb. Ordered it medium rare as any respective lamb lover should.  It was seasoned to perfection and sinfully marbled. You are almost forced to gnaw on the bone and since I was at the end of the bar counter, I couldn't help myself and sneaked in a couple of nibbles. It was simply that good. For desert, on recommendation the of the lovely bar tender, I went with the sweat potato donuts with caramelized walnuts. Mind you I hate anything sweet potato but after being referred to as honey, sweetie and babe the whole night I couldn't refuse the recommendation.I'm glad I did because it was epic and in the top three deserts i have ever had in Vegas. I paired it with a latte and it was to die for. A definite must have.","If you don't mind eating at the bar, skip the line, pass the first bar and towards the back there is a second bar usually with open seats. First come first serve.",702
-4Sr0K2A5qOg5udWZrMT0Q,[],6/7/2014,4,3,nZgYNbl1XlZyyKlISMoG6w,Sugar Factory American Brasserie,-115.1725316,36.11201526,"[Breakfast & Brunch, Bars, American (New), Nightlife, Restaurants]","Food is average and reasonably priced.  Portions are not small but not huge as well. If you come to the Sugar Factory you come for the drinks, deserts and the ambiance. It's a younger crowd sprinkled with bachelorettes, B-day girls and jam packed with baby giraffes (young girls learning to walk in super high heels).Onto the drinks or what they call goblets. They are $36 but they are huge! I'm not a cocktail guy but the vodka watermelon was UH-mazing!!! If you can finish one of these yourself and walk out sober, you need to seek help because you are officially a alcoholic. If you want to hang out and have fun, come to the sugar factory and don't count the calories. On a warm summer night call ahead and ask for a table on the patio and catch the fountain show at the Bellagio from your seat.",Call ahead and make a reservation. If it's a warm night ask for the patio.,744
-4ld1qpaBNLocSBe85jWnw,"[2012,2013,2014,2015]",5/6/2012,5,4,10Srj1qZfB9CsVAwef9_dQ,Sababa,-115.2784531,36.1309442,"[Kosher, Middle Eastern, Restaurants]","Hands down the best pita I have had.  I will be dreaming about this pita and planning when I can make it back for more.My friend and I shared the Sababa Special Platter, which was a great way to sample so many items at once.  The falafel was quite good, but my favorite was putting a mixture of the spiced beef kabob with the hummus, ""hot sauce"" and salad in the pita.Service was friendly and we were greeted with a free sample of the falafel dipped in hummus.  Our platter was plenty of food for 2 people for $17.95, which I thought was a fair price.",Best pita ever!,116
-4ld1qpaBNLocSBe85jWnw,"[2012,2013,2014,2015]",3/12/2013,4,4.5,CGYOPcYTfwXFu-Sn0MsgGQ,La Belle Terre Bread French Bakery Caf�,-115.2743251,36.1443668,"[Food, Bakeries, Coffee & Tea, Cafes, Restaurants]","At first I was worried by the sight of their bread - the loaves are a little pale looking.  But now that I have sampled their goods twice, I can attest to the delicious flavor of the bread.  I have also been happy with any of the pastries I have sampled.  The canneles are my favorite, with the almond galette running a close second.",The Baba au Rhum has a great kick!,180
-6iiWjB7b9brg5-ixePvUw,[],4/25/2014,5,3.5,Q3QeCuNBTEQSqhmIaom8vg,Kazuki Sushi,-115.2069805,35.995344,"[Sushi Bars, Japanese, Restaurants]",OMG this place is amazing. I've had almost all the rolls and everyone is delicious. Super fresh and everyone is so nice. All you can eat is an amazing deal!,Omg this place is amazing!!!,51
-78FpAidMq3ehsVAAVVH0Q,[],10/26/2013,5,3,zTCCbg7mGslxACL5KlAPIQ,The Buffet at ARIA,-115.17698,36.107406,"[Buffets, Restaurants]",First I would like to say that this is great buffet. My crew and I went on a saturday brunch. 29.99 plus add all u can drink for 13 $ more...skip the bloody mary and get the white sangria. Which was recommemded to use by our excellent waiter. Danny. He is the best. Super fast service. Plates always taken away. Drinks always filled. We always had what we needed. Didnt even have to ask. He just took care of it. His manager Lo was also great and welcoming. I suggest sit in his section and please tip people!! Cobra!!!,Danny is the best server hands down. Forget anything else u read.  They lie. 25yrs experience the guy knows how to take care of his guests.. request for the guy. You won't regret!,1125
-7rA9AVUWuq2pXWI5ZfQaQ,[],12/28/2013,5,4,YKNqAWom7T6zJoTpYQwbgA,Casanova,-115.1696134,36.12143623,"[Restaurants, Mediterranean, Italian]",their pettuccine was fresh-made in the morning. it was very delicate and yummy! the owner and staffs are super kind and delightful. We also had Veal piccata. it was classic! love this restaurant.,simple solid italian food! loved the fresh made puttuccine.,172
-7rHuSXMANvYTABcyT3vBA,[],1/6/2014,2,2,tj1QON3SD7zzp6BE5BTLLw,Paradise Caf�,-115.1529193,36.1371122,"[American (Traditional), Restaurants]","Staff is Great! But that's about it. The Breakfast menu is quite limited, and the Prices, Ouch! For $12 I hoped my Omelette was Guilded in Gold, but wasn't, also Cheese isn't either apparently it's Not added by default, WTF? One if many reasons why, as a Local, we avoid The Strip, hell LVH isn't even on the Strip but has the audacity to Charge Strip Prices! I really feel bad for this place, mainly for the staff, they all seem older and are so nice and friendly, and would hate to see them lose their jobs, so I'm going I be generous and rate this place a 2 stars.","Staff is Great! But that's about it. The Breakfast menu is quite limited, and the Prices, Ouch! For $12 I hoped my Omelette was Guilded in Gold, but wasn't, also Cheese isn't either apparently it's Not added by default, WTF? One if many reasons why, as a Local, we avoid The Strip, hell LVH isn't even on the Strip but has the audacity to Charge Strip Prices!",85
-8ADmYkzbfPI92RTpAtsUw,[],8/8/2014,5,4.5,3FhOLs1Sxc89loLnIAQl1g,Maribel Mexican Food & More,-115.120573,36.01096,"[Mexican, Restaurants]","Love this place! Super friendly staff, awesome food and it's very cheap! I would recommend coming here!",Food is larger size for a cheap price! The cheap tostada is not small!,75
-8BZgOLfQ4ThXhzmVOoVPg,[],11/7/2014,5,4,jh7S78tc9oXCDjAjP_OrLw,India Palace,-115.151852,36.121237,"[Indian, Restaurants]",This place was awesome! Fast service friendly. Will come again.,Very good & friendly. Will be back..,421
-8OCIVlMFG-6khQ9fOcrbA,[],3/8/2014,1,2,et-odMgalfrBGzhuMWoy3Q,California Pizza Kitchen,-115.1505439,36.08316991,"[Pizza, Restaurants]","I just got to the airport and was looking for some breakfast. CPK sounded like a good idea... But wasn't. The hostess was on a terrible mood, she was writing down the names so people can get a table. Took more than 10minutes so she start calling names... The detail was: the restaurant was totally empty!!!!!The food: don't understand me wrong. I had no high expectations... I just wanted some eggs and a OJ. Eggs greasy and OJ is OJ open the box and put on a cup.","Don't expect much from the food neither the service. It is a CPK inside an airport, that tells you all.",99
-8OPZkxaJ8Lq-1Rj8vsgDA,[],3/30/2013,1,4,mgN7A6Uw8ObmoTNZvx6VOg,Brio Tuscan Grille,-115.2855925,36.1671901,"[Restaurants, Italian]","The service is terrible. The girl who sat us was rude. It took over seven minutes for anyone to even acknowledge we were there.  After we finally got drinks and a menu, we were hurried to order our food. When our meal arrived, it was cold and the flatbread was soggy.There's too many good restaurants in this town to deal with bad service and mediocre food.",Do not eat here. The service and food are horrible. That is all...,200
-9Jq63u3-h8lqhobTpEpEQ,[],11/28/2014,5,4,sphMxGkYY5OR7uleFxk_WQ,Makers & Finders Coffee,-115.153959,36.157897,"[Food, Coffee & Tea, Latin American, Breakfast & Brunch, Restaurants]",Great coffee; Great service; I had the cold brew to go and it's perfect!This was perfectly refreshing to walk main street to shop for some good ol things; although some spots don't allow drinks in their stores... so I chose to keep walking. I'm not leaving this cup of coffee behind anywhere except into my mouth and into my belly,Great coffee; Great service; I had the cold brew to go and it's perfect!,50
#NAME?,[],5/3/2013,3,4,LJxNzBCR383zSpe0jdU04Q,Capo's Italian Cuisine,-115.219248,36.143974,"[Restaurants, Italian]",Service was a 2 the food was a 3 and dessert was a 5.,Don't come here unless its for dessert.,382
#NAME?,[],4/27/2014,5,4.5,8HCC8NuJmdHnEg2XC00NPg,Pan Asian,-115.278458,36.134956,"[Thai, Japanese, Chinese, Restaurants]","Very nice staff. The food has a lot of flavor, but be careful because their spicy degree is very high, so start off 2 or 3. Everything is yummy!","Very spicy so start off with a low degree of spiciness.  I usually do a 8, but here we did 5 and it was burning my mouth.",414
#NAME?,[],9/25/2014,5,4.5,OHsuvX4rmhnPvvRBb-QK7A,Baguette Cafe,-115.2731257,36.0668593,"[Food, Breakfast & Brunch, Coffee & Tea, Sandwiches, Restaurants]",Love this place! Coffee is great and pastries made fresh and yummy! There's outdoor seating great for when the weather is nice.,Love this place! Coffee is great and pastries made fresh and yummy!,515
#NAME?,[],9/25/2014,5,4.5,OHsuvX4rmhnPvvRBb-QK7A,Baguette Cafe,-115.2731257,36.0668593,"[Food, Breakfast & Brunch, Coffee & Tea, Sandwiches, Restaurants]",Love this place! Coffee is great and pastries made fresh and yummy! There's outdoor seating great for when the weather is nice.,"Come early, gets busy after 10",515
#NAME?,[],7/17/2013,5,4,myMbSaVG_C1IKhC5eAWMGg,Top Notch Barbeque,-115.1169739,36.02026367,"[Comfort Food, Barbeque, Restaurants]","I have been wanting to try this place for a long time. I don't live on this side of town so it's taken a while. Well, I FINALLY made it and boy is worth a drive!! So good. So very good. My friend Melissa and i shared the three meat combo. We got the ribs, chicken and pulled pork. It comes with two sides and garlic Texas toast. We chose Mac n cheese and sweet potato casserole. But we also added the green beans because our lovely  server Liz said they were amazing when I asked about them. All three meats were delicious! Fall off the bone tender. I found myself wondering if ribs were allowed to fall apart like that! The BBQ sauce was good, but man, the meat was so tasty it didn't even need it! All the sides were fantastic! I could eat the sweet potato casserole for dessert but why not for dinner! Green beans were everything I wanted them to be! I'm kind of from Kentucky so I know what good southern green beans should taste like! Like grandma makes them of course! And boy they did not disappoint! All in all. Amazing. Must try! No matter how far away it may be. Now I just need to get my family to make the trip!","This is great BBQ!!! Not only is the meat fall off the bone don't even need sauce amazing but all three sides we had were, well... TOP NOTCH!!!!",101
#NAME?,[],11/19/2014,2,3,Xhg93cMdemu5pAMkDoEdtQ,Serendipity 3,-115.1733166,36.11566972,"[American (Traditional), Restaurants]",Super mediocre .  Words added to met min word counts. This limit is dumb.  I hope you have a great day. Skip this place,Super mediocre .  Words added to met min word counts. This limit is dumb.,3007
#NAME?,[],12/15/2012,5,4.5,zZXLeL6fXP7LlhJ73-c20Q,Old School Pizzeria,-115.1209151,36.24019217,"[Pizza, Restaurants]","We tried 2 different salads, both fab! We wanted to get the Vegas meets Italy pizza but it was sold out.... But we got the classic? Sorry forgot the name. Best crust I have ever eaten. Will be taking everyone I know here, was that good...",OMG... try the peanut butter coffee crunch gelato!,271
#NAME?,[],5/17/2014,4,4,7P9k2NQPeIyF1TkH5cKQVg,Lao Thai Kitchen,-115.0617214,36.1782211,"[Thai, Restaurants]","Seen the reviews. Decided to try it. I didn't have great expectations since it is new owners. It is true, name changed to Pon Ocha Soup. Lunch buffet price went up to $7.50 for adults. Mon-Sat 11-2:30 So worth it! Was less than $20 for 2 people.Nothing is labeled. But I recognized some dishes. Green and red curry, garlic green beans, tempura sweet potato & plantains, fried drumettes, and a noodle dish I'm calling classy top ramen. All were great!Other things I tried: pad thai, 2 meat dishes, spicy beef salad, soup, egg rolls? These were good. I was excited because it was the first time in 14 years that they had a separate platter with mung beans, cabbage, cilantro and limes!!! But the pad thai was not hot, so it is something I will try off the menu at some point.There was other things I did not try. There were 2 other noodle dishes, fried rice, 2 other salads, a dessert? And 2 other soups.Service was great. I did order Orange chicken for takeout. Hubby said it was good, and he ate the whole thing.Way excited thAt this restaurant is right around the corner from my house!!! Expectations were met and exceeded!","They are open Sat, they do have WiFi.",54
#NAME?,[],5/17/2014,4,4,7P9k2NQPeIyF1TkH5cKQVg,Lao Thai Kitchen,-115.0617214,36.1782211,"[Thai, Restaurants]","Seen the reviews. Decided to try it. I didn't have great expectations since it is new owners. It is true, name changed to Pon Ocha Soup. Lunch buffet price went up to $7.50 for adults. Mon-Sat 11-2:30 So worth it! Was less than $20 for 2 people.Nothing is labeled. But I recognized some dishes. Green and red curry, garlic green beans, tempura sweet potato & plantains, fried drumettes, and a noodle dish I'm calling classy top ramen. All were great!Other things I tried: pad thai, 2 meat dishes, spicy beef salad, soup, egg rolls? These were good. I was excited because it was the first time in 14 years that they had a separate platter with mung beans, cabbage, cilantro and limes!!! But the pad thai was not hot, so it is something I will try off the menu at some point.There was other things I did not try. There were 2 other noodle dishes, fried rice, 2 other salads, a dessert? And 2 other soups.Service was great. I did order Orange chicken for takeout. Hubby said it was good, and he ate the whole thing.Way excited thAt this restaurant is right around the corner from my house!!! Expectations were met and exceeded!","They are open on Sat, and they do have WiFi, I do not recall seeing a tv....",54
#NAME?,[],12/20/2013,5,3.5,flVIZ393lw6RG0wRkTaVEg,bin 702,-115.1387998,36.16742206,"[Bars, Salad, Wine Bars, Nightlife, Sandwiches, Restaurants]",The absolute place for wine downtown. Love the paninis too. Turkey and Brie is great and so is the new Italian!,The absolute place for wine downtown. Love the paninis too.,70
#NAME?,[],11/14/2013,5,3,EolW2H_wkpYwWbBURN_4gQ,Heart Attack Grill,-115.1408463,36.17005539,"[Burgers, American (Traditional), Restaurants]","Great food, great service, and great environment!  We had double bypass and It was amazing! Definitely recommend this place.","Great food, great service, and great environment!",428
#NAME?,[2014],10/16/2013,1,4,1Zj3JOukVxyU2kq4Vhju9A,Rx Boiler Room,-115.1758973,36.09358491,"[American (New), Restaurants]","Slow service, small amounts of food, priced high - must be Vegas! Sadly the service didn't warrant the cost... I expect more when my entree dish costs almost $40 but takes almost 40 minutes to cook.The manager personally came to our table at least three times when another waiter would notice us sitting for long period of time.Honestly there are better places to eat - it is Vegas after all.","Avoid - go somewhere else, slow service and food that leaves MUCH to the imagination. See my review for more.",184
#NAME?,[2014],10/19/2013,5,4,voPFKvVFm7b01xUyJixFYA,AquaKnox,-115.1693695,36.12181303,"[Seafood, Restaurants]","Second helping of amazing!!Came back for seconds on our last night in Vegas, we asked for our waiter from our previous trip who was amazing (Chris G). The staff including bartender that served us as they prepared our table, the front desk, even the ops manager made us feel amazing.Today we ordered different items including a starter of lobster cocktail (amazing!) blue prawns, and finishing with a passion fruit chocolate marquis. Everything was cooked with care and had the most amazing flavors.I asked the staff to pass on my gratitude to the chef. Jimmy the sous chef came out so we could talk, you can see the passion in his craft and he was very humble to hear about our great experience.If I could give these folks another star I would, and I will be coming back again next visit.Love this place!!!",Great experience and fantastic food! Grab a reservation via opentable.,285
#NAME?,[],4/14/2014,5,3,HT-3izSFU8ZMazvSqrADyw,Chin Chin,-115.1735161,36.1030009,"[Sushi Bars, Asian Fusion, Chinese, Restaurants]","Great service! Everything came out really quick. The food was cooked well, the meat was practically falling off the bone. The veggies were seasoned and my favorite thing was the fried rice. Everything was so good!","The ambience is really nice and if your staying at the New York New York it's definitely a plus because you are so close! LOVE LOVE LOVE the ribs, chicken and their fried rice was delicious!",224
#NAME?,[],4/14/2014,5,4.5,y6NFyThUU2wtTNa0rX7VrA,DW Bistro,-115.298295,36.0771123,"[American (New), Caribbean, Restaurants]","The ambience is always beautiful, the food fantastic, the staff is friendly and fast. Everyone is always very attentive and they all seem to know the menu well. I have been here a handful of times and everything I get is always great!",They have the best set potato fries with a delightful dipping sauce! We always have to come when we are in town!,668
#NAME?,[],12/16/2014,5,4,2lF_8RZRBd9STfk_QwAtmg,Umiya,-115.2006442,36.1154188,"[Seafood, Sushi Bars, Japanese, Restaurants]","Absolutely Amazing. I can't think of one thing that could possibly fault the impeccable meal my partner and myself had tonight. The staff were perfect; quick and super friendly, the food was the best I have had (Japanese) ever and the whole atmosphere was great! If you are in Vegas and you want to have a perfect food experience then Umiya is the place for you. If I could, I would travel from Perth, Western Australia to Vegas more often just to have this sushi. DO NOT MISS. *hint: have the all you can eat. Will not disappoint.",Soft shell crab a must!!,254
#NAME?,[],1/10/2014,5,4.5,qGffC4h6UOTSkLhzjj59FQ,Braddah's Island Style,-115.2424863,36.14621857,"[Food, Ethnic Food, Restaurants, Hawaiian, Specialty Food]","Had a huli huli chicken burrito, very tasty but a little salty. The Kalua pig is great. Like a Hawaiian version of Chipotle, but a better value.","Had a huli huli chicken burrito, very tasty but a little salty. The Kalua pig is great. Like a Hawaiian version of Chipotle, but a better value.",345
#NAME?,[],7/23/2013,1,4,xfwRO04KbAPw_zRotCfWQQ,Hash House A Go Go,-115.239955,36.144667,"[Breakfast & Brunch, American (New), Restaurants]","I was really craving breakfast food so my husband brought me here. When we arrived, we were sat in the back of the restaurant next to the exit. Every other table had cloth napkins and for whatever reason, ours were paper. Our waitress kept forgetting our order. She completely forgot to put in the order for my sons pancake. She dropped a used fork on the ground and got food on my Michael Kors bag and left the fork sitting on the floor. We asked for another plate and she brought us a clearly used plate.Needless to say, we absolutely will not be returning.",Not happy about the service at all,2395
#NAME?,[],10/27/2013,5,4.5,BVCDPqlHMDPLWn9EhdDXNg,Japanese Curry Zen,-115.2094193,36.12681961,"[Japanese, Restaurants]","It's a very small place but the curry was very good. I'm normally a level 3 gal at most curry restaurants but this level 3 tasted like what I'd expect a level 8 to taste like. It was very very spicy. For my 16 month old, I got the curry pan and it was very very good. He ate all of it and nearly licked the plate clean. We ordered croquettes as a side order and they were great as well. We will definitely be returning.",This place was super good but the level 3 was extremely spicy!! I'll definitely be getting a level 1 next time.,359
#NAME?,[],10/27/2013,5,4.5,BVCDPqlHMDPLWn9EhdDXNg,Japanese Curry Zen,-115.2094193,36.12681961,"[Japanese, Restaurants]","It's a very small place but the curry was very good. I'm normally a level 3 gal at most curry restaurants but this level 3 tasted like what I'd expect a level 8 to taste like. It was very very spicy. For my 16 month old, I got the curry pan and it was very very good. He ate all of it and nearly licked the plate clean. We ordered croquettes as a side order and they were great as well. We will definitely be returning.",Spicy but delicious,359
#NAME?,[],9/27/2014,5,4.5,i2ZfdVYWL9GnOD2gjFaMlA,Joe Vicari's Andiamo Italian Steakhouse,-115.1435569,36.1692708,"[Italian, Steakhouses, Restaurants]","One of the best meals I've ever had. Got a food high. Service was excellent, wonderful atmosphere. A great reason to go downtown.",One of the best meals I've ever had.,137
#NAME?,[],4/25/2014,4,3.5,tv3qQk43GgNRxhu5LK2HXw,The Cracked Egg,-115.3134669,36.15788817,"[Breakfast & Brunch, American (New), Restaurants]",Just finished a delightful breakfast.  I would definitely go back but still doesn't beat my favorite place... Blueberry hill pancake house.  Love the new location of this place. Fast and pleasant service. Never had to wait or ask for a refill on our water and coffee. Coffee cake is a great choice. Moist warm and not overly sweet with the right amount of icing.  I've had the monte crisco at the different location which I do love but this time had the egg white scramble. Nice flavor and a good serving size.  Will be back.,To the guy who gave this place one star because he couldn't bring his dog...Nevada isn't dog friendly anywhere. We aren't in California.,50
#NAME?,[],2/17/2014,2,4,Q_Rwcv9APBLggk2KAsBEvg,Border Grill,-115.1758142,36.08994986,"[Tapas/Small Plates, Breakfast & Brunch, Mexican, Restaurants]",Pretty sure that this is the worst mojito I have ever had.  The food is mediocre at best. This is not a place I will come back to or recommend.,Not good!!! My food was cold and the enchilada was very dry. The magic mojito tastes like alka-seltzer. I do not recommend this place.,795
